"createdat","productid","sum_revenue","sum_consumption"
"2020-02-05",1001,"456.794931","4600"
"2020-02-05",1002,"321.713069","4280"
"2020-02-05",2001,"234.449726","23800"
"2020-02-06",1000,"894.131863","16678"
"2020-02-06",1001,"600.385000","4526"
"2020-02-06",1002,"1334.267523","15416"
"2020-02-07",1000,"3732.287880","61928"
"2020-02-07",1002,"350.742910","5632"
"2020-02-08",1002,"236.709179","3800"
"2020-02-08",2000,NULL,"8534"
"2020-02-09",1000,"819.040187","14544"
"2020-02-09",2001,"365.307918","18048"
"2020-02-10",1000,"1904.321173","34978"
"2020-02-10",1001,"119.392989","4782"
"2020-02-10",1002,"70.931660","2486"
"2020-02-11",1000,"908.122040","18832"
"2020-02-11",1001,"1432.681315","20970"
"2020-02-11",1002,"667.140643","8410"
"2020-02-11",2001,"782.899104","47478"
"2020-02-12",1000,"876.988556","15714"
"2020-02-12",1002,"913.769123","9570"
"2020-02-13",1000,"607.778921","12532"
"2020-02-13",1001,"873.781197","10352"
"2020-02-13",1002,"683.704312","6128"
"2020-02-14",1000,"528.067306","10008"
"2020-02-14",1001,"501.948238","6098"
"2020-02-14",1002,"261.830849","4084"
"2020-02-14",2000,NULL,"18014"
"2020-02-15",1000,"588.754603","12736"
"2020-02-15",1001,"355.313282","9744"
"2020-02-15",1002,"500.646178","4870"
"2020-02-16",1001,"1072.230498","7310"
"2020-02-16",1002,"422.407041","5312"
"2020-02-16",2000,NULL,"10516"
"2020-02-17",1000,"441.063507","6910"
"2020-02-17",1001,"1172.201296","9734"
"2020-02-17",1002,"572.338425","9844"
"2020-02-18",1001,"1245.605422","11346"
"2020-02-18",1002,"597.708841","6616"
"2020-02-18",2001,"734.331512","40122"
"2020-02-19",1000,"575.725124","10280"
"2020-02-19",1001,"846.568224","13880"
"2020-02-19",1002,"693.385655","10504"
"2020-02-20",1000,"490.822020","5566"
"2020-02-20",1002,"349.964783","3936"
"2020-02-21",1000,"596.800412","9660"
"2020-02-21",1002,"304.843839","4186"
"2020-02-21",2000,NULL,"8690"
"2020-02-22",1000,"401.629090","5562"
"2020-02-22",1001,"840.848800","10286"
"2020-02-22",1002,"1020.171480","10056"
"2020-02-23",1000,"382.140844","4268"
"2020-02-23",1001,"914.233563","14558"
"2020-02-23",1002,"408.044398","4830"
"2020-02-23",2000,NULL,"11798"
"2020-02-23",2001,"241.540362","18226"
"2020-02-24",1000,"514.694509","8984"
"2020-02-24",1001,"1389.460202","18864"
"2020-02-25",1000,"275.110312","4694"
"2020-02-26",1000,"402.366350","4608"
"2020-02-26",1001,"1145.978904","13724"
"2020-02-26",1002,"611.818753","8402"
"2020-02-26",2000,NULL,"11243"
"2020-02-27",1000,"2047.272483","36320"
"2020-02-27",1001,"1205.772674","10902"
"2020-02-28",1000,"1101.850233","15172"
"2020-02-28",1001,"767.739279","8826"
"2020-02-28",1002,"686.618510","9328"
"2020-02-28",2001,"42.042433","11609"
"2020-02-29",1000,"153.368981","2616"
"2020-02-29",1002,"1301.182020","12090"
"2020-03-01",1000,"443.217123","5720"
"2020-03-01",1002,"564.902964","4906"
"2020-03-01",2001,"400.510591","24928"
"2020-03-02",1000,"630.676757","10684"
"2020-03-02",1001,"570.885920","4938"
"2020-03-02",1002,"1188.654314","15040"
"2020-03-02",2000,NULL,"10851"
"2020-03-03",1000,"1472.276458","23500"
"2020-03-03",1002,"399.991272","4116"
"2020-03-03",2001,"236.035850","22814"
"2020-03-04",1001,"904.339893","8466"
"2020-03-04",1002,"411.003030","5504"
"2020-03-04",2000,NULL,"11400"
"2020-03-05",2000,NULL,"9589"
"2020-03-05",2001,"234.469460","16506"
"2020-03-06",1000,"1534.833020","26480"
"2020-03-06",1001,"487.107894","10582"
"2020-03-06",1002,"779.917095","10576"
"2020-03-07",1000,"59.614049","3924"
"2020-03-07",1001,"831.456746","10174"
"2020-03-07",1002,"2053.253416","32036"
"2020-03-08",1000,"1078.055051","15676"
"2020-03-08",1001,"525.579998","10454"
"2020-03-08",1002,"1364.441644","18220"
"2020-03-08",2000,NULL,"22647"
"2020-03-09",1000,"1535.001592","26345"
"2020-03-09",1001,"636.936855","10184"
"2020-03-09",1002,"873.449490","16290"
"2020-03-09",2000,NULL,"18879"
"2020-03-10",1000,"524.313298","9918"
"2020-03-10",1001,"1377.939282","20762"
"2020-03-10",1002,"1034.265658","13762"
"2020-03-10",2000,NULL,"10443"
"2020-03-11",1000,"1339.316036","17614"
"2020-03-11",1001,"753.454526","10532"
"2020-03-11",1002,"338.957808","4350"
"2020-03-11",2001,"282.990334","21546"
"2020-03-12",1000,"441.750498","9676"
"2020-03-12",1001,"414.435063","7599"
"2020-03-12",1002,"493.586439","4800"
"2020-03-13",1000,"471.716329","5270"
"2020-03-13",1002,"691.780770","6288"
"2020-03-14",1000,"773.944145","14758"
"2020-03-14",1002,"381.890274","5400"
"2020-03-14",2000,NULL,"19633"
"2020-03-16",1000,"2141.845523","44450"
"2020-03-16",1001,"155.655151","4220"
"2020-03-16",1002,"1085.842230","18564"
"2020-03-17",1000,"782.342264","16492"
"2020-03-17",2000,NULL,"10510"
"2020-03-18",1000,"808.516833","14400"
"2020-03-18",1002,"382.739356","5290"
"2020-03-18",2001,"187.973561","18000"
"2020-03-19",1000,"1370.871201","22062"
"2020-03-19",1001,"992.765687","10872"
"2020-03-19",1002,"383.935247","3834"
"2020-03-19",2000,NULL,"9249"
"2020-03-20",1000,"806.412603","15400"
"2020-03-20",1001,"769.445101","6595"
"2020-03-20",1002,"1202.621725","18644"
"2020-03-21",1000,"1234.630632","16796"
"2020-03-21",1001,"263.211838","5214"
"2020-03-22",1001,"1230.561982","16212"
"2020-03-22",1002,"913.757164","10622"
"2020-03-22",2000,NULL,"9891"
"2020-03-22",2001,"546.891208","32702"
"2020-03-23",1000,"1254.660394","27088"
"2020-03-23",1001,"519.308191","8780"
"2020-03-23",1002,"1339.303020","14528"
"2020-03-23",2000,NULL,"7389"
"2020-03-24",1000,"622.811424","11432"
"2020-03-24",1001,"950.376213","10034"
"2020-03-24",1002,"765.191699","10640"
"2020-03-25",1001,"602.998625","8490"
"2020-03-25",1002,"296.503699","4000"
"2020-03-25",2001,"328.910882","36818"
"2020-03-26",1000,"489.651063","8496"
"2020-03-26",1001,"1130.812742","12143"
"2020-03-26",1002,"178.981156","4944"
"2020-03-27",1000,"990.558330","20228"
"2020-03-27",1001,"1464.243532","15154"
"2020-03-27",1002,"837.626991","14896"
"2020-03-27",2000,NULL,"30296"
"2020-03-28",1001,"500.088290","6136"
"2020-03-28",1002,"70.462074","4934"
"2020-03-29",1000,"334.860342","4810"
"2020-03-29",1001,"360.780839","4552"
"2020-03-29",1002,"412.267907","11954"
"2020-03-29",2001,"145.285164","17310"
"2020-03-30",1000,"463.209167","10870"
"2020-03-30",1002,"1190.982313","14246"
"2020-03-30",2000,NULL,"20362"
"2020-03-31",1000,"1087.136156","14244"
"2020-03-31",1002,"348.166165","4800"
"2020-03-31",2000,NULL,"10982"
"2020-04-01",1001,"631.396345","8756"
"2020-04-01",1002,"632.706972","9926"
"2020-04-02",1001,"263.915841","5102"
"2020-04-02",1002,"337.978773","4876"
"2020-04-02",2000,NULL,"12771"
"2020-04-03",1000,"1996.227282","34800"
"2020-04-04",1000,"719.067973","11356"
"2020-04-04",1002,"647.692277","6981"
"2020-04-04",2001,"337.270789","19112"
"2020-04-05",1000,"2101.901399","40114"
"2020-04-05",1001,"124.380411","5000"
"2020-04-05",1002,"1094.577600","13752"
"2020-04-05",2001,"315.573589","19620"
"2020-04-06",1000,"476.475754","5400"
"2020-04-06",1001,"340.281178","7548"
"2020-04-06",1002,"221.761557","8706"
"2020-04-07",1000,"448.110044","9472"
"2020-04-07",1001,"605.505581","9038"
"2020-04-07",1002,"881.666642","10358"
"2020-04-07",2000,NULL,"8221"
"2020-04-07",2001,"261.324816","20026"
"2020-04-08",1000,"1081.112129","18966"
"2020-04-08",1001,"563.874792","5774"
"2020-04-09",1000,"2221.052814","44349"
"2020-04-09",1001,"406.970482","4338"
"2020-04-09",1002,"493.127216","5696"
"2020-04-09",2000,NULL,"10082"
"2020-04-09",2001,"365.933910","23098"
"2020-04-10",1000,"791.316203","9502"
"2020-04-10",1001,"1181.052207","16192"
"2020-04-10",2001,"226.488367","10768"
"2020-04-11",1000,"1446.086860","27592"
"2020-04-11",1001,"144.330099","5872"
"2020-04-11",1002,"490.161831","12138"
"2020-04-12",1000,"413.877441","4884"
"2020-04-12",1001,"1254.207388","21870"
"2020-04-12",1002,"713.106896","9307"
"2020-04-12",2001,"346.854548","27680"
"2020-04-13",1000,"434.995852","5704"
"2020-04-13",1001,"1069.190427","15134"
"2020-04-13",1002,"1489.473370","17166"
"2020-04-14",1000,"947.905370","11056"
"2020-04-14",1001,"355.506838","6238"
"2020-04-14",1002,"2337.488874","35398"
"2020-04-14",2001,"334.121364","20918"
"2020-04-15",1000,"494.420406","10956"
"2020-04-15",1001,"391.090685","4500"
"2020-04-15",1002,"1164.703232","17456"
"2020-04-15",2001,"86.332526","18908"
"2020-04-16",1000,"1249.794467","26142"
"2020-04-16",1001,"233.827551","5212"
"2020-04-16",2000,NULL,"10021"
"2020-04-16",2001,"318.884916","21426"
"2020-04-17",1001,"891.026456","10164"
"2020-04-17",2000,NULL,"10642"
"2020-04-18",1000,"748.686178","10533"
"2020-04-18",1001,"449.518898","5984"
"2020-04-18",1002,"331.381655","9134"
"2020-04-19",1000,"2161.268424","31682"
"2020-04-19",1001,"433.593250","8380"
"2020-04-20",1000,"687.537807","16760"
"2020-04-20",1001,"344.828794","4740"
"2020-04-20",1002,"1216.699538","14948"
"2020-04-20",2001,"433.857068","37974"
"2020-04-21",1000,"1058.766604","21396"
"2020-04-22",1000,"524.014570","10688"
"2020-04-22",1001,"373.016904","10608"
"2020-04-22",1002,"878.929647","10202"
"2020-04-22",2000,NULL,"11594"
"2020-04-22",2001,"53.750345","19108"
"2020-04-23",1000,"1121.097768","19185"
"2020-04-23",1001,"390.918899","5158"
"2020-04-23",1002,"904.726596","9932"
"2020-04-24",1000,"401.766712","5800"
"2020-04-24",1002,"1153.705611","15696"
"2020-04-24",2001,"620.855464","52806"
"2020-04-25",1000,"362.976992","4636"
"2020-04-25",1001,"926.645622","10728"
"2020-04-25",1002,"60.214888","2892"
"2020-04-25",2001,"235.156131","18204"
"2020-04-26",1000,"284.665205","4474"
"2020-04-26",1001,"663.745151","7428"
"2020-04-26",1002,"571.385699","9354"
"2020-04-27",1000,"1103.376362","14147"
"2020-04-27",1001,"330.291082","7733"
"2020-04-27",1002,"442.769280","10486"
"2020-04-27",2001,"185.089945","19608"
"2020-04-28",1002,"846.801864","16832"
"2020-04-28",2001,"213.917384","19990"
"2020-04-29",1000,"688.597827","12426"
"2020-04-29",1001,"94.176526","2497"
"2020-04-29",2000,NULL,"8208"
"2020-04-30",1000,"422.077417","9612"
"2020-04-30",1001,"1057.884641","16372"
"2020-04-30",1002,"584.677622","9616"
"2020-04-30",2000,NULL,"12038"
"2020-04-30",2001,"566.130115","63166"
"2020-05-01",1000,"364.504248","7160"
"2020-05-01",1001,"927.266043","16902"
"2020-05-01",1002,"377.468669","5186"
"2020-05-01",2001,"274.458055","41754"
"2020-05-02",1000,"1771.012016","36055"
"2020-05-02",1001,"403.334778","10124"
"2020-05-02",1002,"374.382474","2501"
"2020-05-03",1000,"1155.018991","19054"
"2020-05-03",1001,"818.817610","9614"
"2020-05-03",1002,"401.507660","5556"
"2020-05-04",1000,"1504.353964","24296"
"2020-05-04",1002,"417.616304","4946"
"2020-05-05",1000,"1088.394723","20166"
"2020-05-05",1001,"722.778630","8464"
"2020-05-05",1002,"633.753775","11176"
"2020-05-05",2000,NULL,"20422"
"2020-05-05",2001,"219.406591","23184"
"2020-05-06",1001,"1048.087909","15336"
"2020-05-06",1002,"171.850460","4736"
"2020-05-06",2000,NULL,"20440"
"2020-05-06",2001,"113.163315","17180"
"2020-05-07",1000,"385.757518","11306"
"2020-05-07",1001,"831.972810","15218"
"2020-05-07",1002,"1451.321488","17308"
"2020-05-08",1000,"255.543424","5000"
"2020-05-08",1001,"1019.017588","14070"
"2020-05-08",1002,"854.555220","13224"
"2020-05-09",1000,"1201.815282","21328"
"2020-05-09",1001,"404.302175","4656"
"2020-05-09",1002,"1715.906075","21226"
"2020-05-10",1000,"74.724608","2831"
"2020-05-10",1001,"1072.301846","13812"
"2020-05-10",1002,"826.770488","8832"
"2020-05-10",2000,NULL,"8322"
"2020-05-11",1000,"877.856636","14482"
"2020-05-11",1001,"231.130249","6180"
"2020-05-11",1002,"1101.781855","16402"
"2020-05-11",2000,NULL,"20987"
"2020-05-12",1000,"1303.961948","19090"
"2020-05-12",1002,"532.022356","6242"
"2020-05-12",2000,NULL,"10184"
"2020-05-13",1000,"894.187398","16600"
"2020-05-13",1001,"54.843082","2235"
"2020-05-13",1002,"722.803974","13358"
"2020-05-13",2000,NULL,"32706"
"2020-05-14",1000,"1040.248860","15892"
"2020-05-14",1001,"392.326101","5094"
"2020-05-14",1002,"442.949460","7735"
"2020-05-15",1000,"169.714041","4110"
"2020-05-15",1001,"419.220291","5696"
"2020-05-15",1002,"1047.042551","17244"
"2020-05-15",2000,NULL,"9248"
"2020-05-16",1000,"1250.042556","22630"
"2020-05-16",1001,"214.977616","4480"
"2020-05-16",1002,"838.777437","13860"
"2020-05-16",2000,NULL,"10195"
"2020-05-16",2001,"166.773343","18968"
"2020-05-17",1000,"1856.022148","31376"
"2020-05-17",1001,"1344.251411","21034"
"2020-05-17",1002,"1261.953835","18618"
"2020-05-18",1000,"692.035918","12879"
"2020-05-18",1001,"1049.178930","15772"
"2020-05-18",1002,"478.542348","9406"
"2020-05-19",1000,"353.046096","5550"
"2020-05-19",1001,"1911.224071","25948"
"2020-05-19",1002,"1219.584235","17704"
"2020-05-19",2000,NULL,"28637"
"2020-05-20",1000,"463.853858","6228"
"2020-05-20",1001,"310.669715","8076"
"2020-05-20",1002,"906.928255","17459"
"2020-05-21",1000,"588.626150","9346"
"2020-05-21",1001,"284.346370","3906"
"2020-05-21",1002,"568.627975","9166"
"2020-05-21",2000,NULL,"10069"
"2020-05-22",1000,"378.847753","10837"
"2020-05-22",1002,"1206.918372","20949"
"2020-05-22",2001,"215.468066","9041"
"2020-05-23",1000,"1227.495770","18250"
"2020-05-23",1001,"467.226438","7050"
"2020-05-23",1002,"1004.435367","15006"
"2020-05-24",1000,"329.900219","6796"
"2020-05-24",1001,"1795.155743","32622"
"2020-05-24",1002,"693.982006","9940"
"2020-05-24",2001,"235.646131","19088"
"2020-05-25",1000,"579.072076","10632"
"2020-05-25",1001,"822.998277","12510"
"2020-05-25",1002,"205.934932","4400"
"2020-05-25",2000,NULL,"10609"
"2020-05-26",1000,"347.941797","5396"
"2020-05-26",1001,"666.984207","9606"
"2020-05-26",1002,"1047.468498","20360"
"2020-05-26",2000,NULL,"9212"
"2020-05-26",2001,"195.770603","19344"
"2020-05-27",1000,"483.044745","8207"
"2020-05-27",1001,"1031.855805","15146"
"2020-05-27",1002,"301.979282","4474"
"2020-05-27",2000,NULL,"9555"
"2020-05-27",2001,"210.636800","18542"
"2020-05-28",1000,"641.910408","8267"
"2020-05-28",1001,"926.399085","15176"
"2020-05-28",1002,"1109.650017","18038"
"2020-05-28",2001,"182.243381","10994"
"2020-05-29",1000,"347.791068","5324"
"2020-05-29",1001,"523.653326","13789"
"2020-05-29",1002,"342.966433","6062"
"2020-05-29",2000,NULL,"21407"
"2020-05-30",1000,"736.347715","11506"
"2020-05-30",1001,"197.176060","4164"
"2020-05-30",1002,"874.580803","13936"
"2020-05-30",2000,NULL,"9586"
"2020-05-31",1000,"1199.727271","20468"
"2020-05-31",1001,"899.377261","14768"
"2020-05-31",1002,"473.065967","7088"
"2020-05-31",2000,NULL,"27472"
"2020-06-01",1000,"388.053671","4440"
"2020-06-01",1001,"1099.704877","18108"
"2020-06-01",1002,"617.224178","10026"
"2020-06-02",1000,"460.614828","5476"
"2020-06-02",1001,"238.771625","5534"
"2020-06-02",1002,"614.710417","10478"
"2020-06-02",2000,NULL,"8125"
"2020-06-02",2001,"262.807973","20480"
"2020-06-03",1000,"243.382726","5330"
"2020-06-03",1001,"182.877660","2341"
"2020-06-03",1002,"213.030548","4600"
"2020-06-04",1000,"1575.159046","24176"
"2020-06-04",1001,"1373.069768","22358"
"2020-06-04",1002,"322.341309","4336"
"2020-06-04",2000,NULL,"11726"
"2020-06-05",1000,"814.562022","12596"
"2020-06-05",1001,"1388.522508","24424"
"2020-06-05",1002,"373.540778","9464"
"2020-06-06",1000,"722.884526","11050"
"2020-06-06",1001,"644.543617","11614"
"2020-06-06",1002,"2011.620484","30754"
"2020-06-06",2000,NULL,"9563"
"2020-06-06",2001,"151.321024","18432"
"2020-06-07",1000,"874.502921","13430"
"2020-06-07",1001,"1112.009272","18230"
"2020-06-07",1002,"275.183576","9222"
"2020-06-07",2000,NULL,"29459"
"2020-06-07",2001,"264.562575","20070"
"2020-06-08",1000,"514.798548","9919"
"2020-06-08",1001,"1115.518046","18742"
"2020-06-08",1002,"1399.224140","26465"
"2020-06-08",2000,NULL,"18437"
"2020-06-08",2001,"258.853740","20610"
"2020-06-09",1000,"870.151446","11852"
"2020-06-09",1001,"249.297855","9718"
"2020-06-09",1002,"1666.490499","27266"
"2020-06-09",2000,NULL,"10153"
"2020-06-09",2001,"234.554707","17204"
"2020-06-10",1000,"993.462323","16526"
"2020-06-10",1001,"584.405567","8796"
"2020-06-10",1002,"495.614082","10256"
"2020-06-10",2001,"204.507369","16696"
"2020-06-11",1000,"1078.917345","20286"
"2020-06-11",1001,"1148.506635","17167"
"2020-06-11",1002,"2220.878023","38735"
"2020-06-11",2001,"220.126154","20204"
"2020-06-12",1000,"220.361364","5528"
"2020-06-12",1001,"850.061557","18739"
"2020-06-12",1002,"684.685365","16224"
"2020-06-12",2001,"125.304307","16922"
"2020-06-13",1000,"278.509085","8412"
"2020-06-13",1001,"861.145978","13515"
"2020-06-13",1002,"244.978361","4312"
"2020-06-13",2000,NULL,"16589"
"2020-06-13",2001,"216.850000","21900"
"2020-06-14",1000,"1334.672937","20556"
"2020-06-14",1001,"334.232630","4488"
"2020-06-14",1002,"1385.335656","23796"
"2020-06-14",2001,"362.998235","42384"
"2020-06-15",1000,"380.396817","8240"
"2020-06-15",1001,"411.359863","5000"
"2020-06-15",1002,"2014.383202","31733"
"2020-06-15",2000,NULL,"19696"
"2020-06-16",1000,"466.112334","11020"
"2020-06-16",1001,"1128.012689","21020"
"2020-06-16",1002,"144.663885","2388"
"2020-06-16",2001,"161.484027","12485"
"2020-06-17",1000,"974.058454","15312"
"2020-06-17",1001,"736.531072","15254"
"2020-06-17",1002,"1492.463730","31716"
"2020-06-17",2000,NULL,"8920"
"2020-06-17",2001,"773.730093","56544"
"2020-06-18",1000,"1068.782470","15216"
"2020-06-18",1001,"680.137802","15454"
"2020-06-18",1002,"662.669819","15580"
"2020-06-18",2001,"135.849107","9358"
"2020-06-19",1000,"1255.105353","23238"
"2020-06-19",1001,"659.045014","13228"
"2020-06-19",1002,"620.058439","9030"
"2020-06-19",2000,NULL,"10509"
"2020-06-19",2001,"531.249468","43028"
"2020-06-20",1000,"196.542942","5428"
"2020-06-20",1001,"774.955107","12110"
"2020-06-20",1002,"1315.946692","20971"
"2020-06-20",2000,NULL,"28975"
"2020-06-21",1000,"716.184468","9626"
"2020-06-21",1001,"991.066996","15998"
"2020-06-21",1002,"1620.428788","30054"
"2020-06-21",2000,NULL,"22149"
"2020-06-22",1000,"608.958152","14048"
"2020-06-22",1001,"496.214976","8484"
"2020-06-22",1002,"738.553849","14594"
"2020-06-22",2000,NULL,"12040"
"2020-06-22",2001,"166.167353","23134"
"2020-06-23",1000,"295.184276","13326"
"2020-06-23",1001,"597.494141","11392"
"2020-06-23",1002,"648.288838","14506"
"2020-06-23",2000,NULL,"16291"
"2020-06-24",1000,"620.514296","11188"
"2020-06-24",1001,"210.935822","5270"
"2020-06-24",1002,"472.933622","9154"
"2020-06-24",2000,NULL,"19632"
"2020-06-24",2001,"284.698220","21800"
"2020-06-25",1001,"1034.011869","21930"
"2020-06-25",1002,"565.883009","10602"
"2020-06-25",2001,"173.515608","19322"
"2020-06-26",1000,"2233.776594","38933"
"2020-06-26",1001,"773.312605","13390"
"2020-06-26",1002,"2136.732359","34708"
"2020-06-26",2000,NULL,"10634"
"2020-06-27",1000,"1148.055157","19110"
"2020-06-27",1001,"330.170767","4312"
"2020-06-27",1002,"353.035830","5784"
"2020-06-28",1000,"1244.844326","23024"
"2020-06-28",1001,"583.503288","9000"
"2020-06-28",1002,"1059.748115","21666"
"2020-06-28",2001,"177.080794","17480"
"2020-06-29",1000,"1586.617710","24606"
"2020-06-29",1001,"963.952759","21232"
"2020-06-29",1002,"533.487931","11502"
"2020-06-30",1000,"837.675133","15830"
"2020-06-30",1001,"921.731057","18004"
"2020-06-30",2001,"180.265123","19660"
"2020-07-01",1000,"200.912439","4242"
"2020-07-01",1001,"919.749093","18836"
"2020-07-01",1002,"304.666847","4434"
"2020-07-01",2001,"315.232498","29181"
"2020-07-02",1000,"539.029013","9338"
"2020-07-02",1001,"806.204865","13912"
"2020-07-02",1002,"988.515885","17598"
"2020-07-02",2000,NULL,"11233"
"2020-07-02",2001,"379.514995","37134"
"2020-07-03",1001,"470.875693","7685"
"2020-07-03",1002,"835.898532","14866"
"2020-07-04",1000,"981.255753","16635"
"2020-07-04",1001,"186.758104","4494"
"2020-07-04",1002,"1611.431704","29914"
"2020-07-04",2000,NULL,"9375"
"2020-07-05",1000,"867.570219","16544"
"2020-07-05",1001,"1537.295867","26292"
"2020-07-05",1002,"1138.879383","19654"
"2020-07-05",2000,NULL,"8503"
"2020-07-05",2001,"376.260455","47706"
"2020-07-06",1000,"282.256003","5078"
"2020-07-06",1001,"710.368981","13857"
"2020-07-06",1002,"303.964460","4532"
"2020-07-06",2001,"199.463726","18060"
"2020-07-07",1000,"914.559909","15734"
"2020-07-07",1001,"738.542738","12254"
"2020-07-07",1002,"1497.412324","29526"
"2020-07-07",2000,NULL,"9456"
"2020-07-08",1000,"447.359709","9478"
"2020-07-08",1001,"1345.380771","26742"
"2020-07-08",1002,"999.575480","17465"
"2020-07-08",2000,NULL,"9250"
"2020-07-09",1000,"408.221836","5860"
"2020-07-09",1001,"1128.149061","25702"
"2020-07-09",1002,"1952.173783","35462"
"2020-07-09",2001,"210.364817","17624"
"2020-07-10",1000,"1392.940258","31122"
"2020-07-10",1001,"362.254669","5626"
"2020-07-10",1002,"225.697419","4374"
"2020-07-11",1000,"832.677327","11524"
"2020-07-11",1001,"1430.629319","30212"
"2020-07-11",1002,"633.242357","15611"
"2020-07-12",1000,"1266.784373","23313"
"2020-07-12",1001,"1306.970476","27202"
"2020-07-12",1002,"1042.662825","22488"
"2020-07-12",2000,NULL,"22440"
"2020-07-12",2001,"145.639978","22806"
"2020-07-13",1000,"1051.025971","22812"
"2020-07-13",1001,"2614.931114","42562"
"2020-07-13",1002,"648.654782","12705"
"2020-07-13",2000,NULL,"8611"
"2020-07-13",2001,"512.559154","56370"
"2020-07-14",1000,"1502.761729","29854"
"2020-07-14",1001,"558.975480","15110"
"2020-07-14",1002,"1244.282561","22388"
"2020-07-14",2000,NULL,"9596"
"2020-07-15",1000,"2281.646905","38914"
"2020-07-15",1001,"1652.404635","31314"
"2020-07-15",1002,"737.181763","14200"
"2020-07-15",2000,NULL,"8471"
"2020-07-15",2001,"162.760578","14678"
"2020-07-16",1000,"1264.807697","26032"
"2020-07-16",1001,"1619.146227","35192"
"2020-07-16",1002,"324.207906","11252"
"2020-07-17",1000,"456.128193","8910"
"2020-07-17",1001,"202.928494","5060"
"2020-07-17",1002,"1336.426340","24362"
"2020-07-17",2000,NULL,"17211"
"2020-07-18",1000,"505.308368","9412"
"2020-07-18",1001,"1263.444516","21208"
"2020-07-18",1002,"385.863233","7346"
"2020-07-18",2000,NULL,"8509"
"2020-07-18",2001,"383.939360","34476"
"2020-07-19",1000,"889.543030","15684"
"2020-07-19",1001,"1453.237779","23292"
"2020-07-19",1002,"733.100589","14374"
"2020-07-19",2000,NULL,"9611"
"2020-07-19",2001,"77.320016","8736"
"2020-07-20",1000,"1252.314413","26883"
"2020-07-20",1001,"75.561794","5270"
"2020-07-20",1002,"593.697824","8500"
"2020-07-20",2000,NULL,"8784"
"2020-07-20",2001,"149.708589","17582"
"2020-07-21",1000,"530.484986","8426"
"2020-07-21",1001,"1605.492330","32145"
"2020-07-21",1002,"617.771896","11332"
"2020-07-21",2000,NULL,"17430"
"2020-07-21",2001,"168.835101","16132"
"2020-07-22",1000,"1426.631410","26462"
"2020-07-22",1001,"1045.426829","19968"
"2020-07-22",1002,"578.273231","11106"
"2020-07-22",2000,NULL,"44264"
"2020-07-22",2001,"302.160373","31543"
"2020-07-23",1000,"292.718548","9748"
"2020-07-23",1001,"223.088498","4916"
"2020-07-23",1002,"1436.367697","27686"
"2020-07-23",2000,NULL,"55784"
"2020-07-24",1000,"1033.519316","19862"
"2020-07-24",1001,"396.854260","6355"
"2020-07-24",1002,"751.840990","14882"
"2020-07-24",2000,NULL,"29284"
"2020-07-25",1000,"1144.807936","19714"
"2020-07-25",1001,"219.620663","4212"
"2020-07-25",1002,"1389.954396","30444"
"2020-07-26",1000,"400.813192","7667"
"2020-07-26",1001,"766.538285","14112"
"2020-07-26",1002,"790.135791","14150"
"2020-07-26",2001,"236.679593","27915"
"2020-07-27",1000,"952.931032","14904"
"2020-07-27",1001,"1115.933674","29928"
"2020-07-27",1002,"931.371458","18696"
"2020-07-27",2000,NULL,"8375"
"2020-07-28",1000,"979.709967","18588"
"2020-07-28",1001,"791.157509","15118"
"2020-07-28",1002,"1500.171055","30293"
"2020-07-28",2000,NULL,"9542"
"2020-07-29",1000,"494.088904","9750"
"2020-07-29",1001,"205.500472","5182"
"2020-07-29",1002,"70.767425","2745"
"2020-07-29",2000,NULL,"19496"
"2020-07-30",1000,"1053.722706","23332"
"2020-07-30",1001,"1533.024393","29516"
"2020-07-30",1002,"776.444442","15064"
"2020-07-30",2001,"281.836917","39810"
"2020-07-31",1000,"1851.642307","33938"
"2020-07-31",1001,"241.604493","4730"
"2020-07-31",1002,"786.850704","16428"
"2020-08-01",1000,"678.157406","16837"
"2020-08-01",1001,"791.020146","16559"
"2020-08-01",1002,"728.415091","16200"
"2020-08-01",2001,"622.750757","66984"
"2020-08-02",1000,"1058.146266","22436"
"2020-08-02",1001,"471.784395","7994"
"2020-08-02",1002,"1255.293946","29216"
"2020-08-02",2000,NULL,"21494"
"2020-08-03",1000,"849.293534","15390"
"2020-08-03",1001,"1725.595133","35874"
"2020-08-03",1002,"993.641682","22933"
"2020-08-03",2001,"280.434041","33809"
"2020-08-04",1000,"978.264935","19548"
"2020-08-04",1001,"1620.979684","33847"
"2020-08-04",1002,"1165.985225","20716"
"2020-08-04",2001,"66.417047","10848"
"2020-08-05",1000,"2393.457349","51518"
"2020-08-05",1001,"851.269871","15528"
"2020-08-05",1002,"1657.517546","34286"
"2020-08-05",2001,"360.790820","39018"
"2020-08-06",1000,"1016.899829","20648"
"2020-08-06",1001,"236.976699","5386"
"2020-08-06",1002,"1733.493050","32946"
"2020-08-06",2000,NULL,"19842"
"2020-08-06",2001,"208.400953","35604"
"2020-08-07",1000,"541.697896","9950"
"2020-08-07",1001,"2273.862867","43256"
"2020-08-07",1002,"927.562358","20208"
"2020-08-07",2000,NULL,"10879"
"2020-08-07",2001,"211.106931","22080"
"2020-08-08",1000,"2271.741408","46505"
"2020-08-08",1001,"1262.721953","26830"
"2020-08-08",1002,"1436.649929","28536"
"2020-08-08",2000,NULL,"41410"
